AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-0.052978516,0.991455078,0.205932617,0.035220478,0.032356806,-0.014635985
-0.053833008,0.99987793,0.200195313,0.017367492,0.061667678,-0.021031084
-0.05847168,1.00402832,0.203369141,-0.005281819,0.040617142,-0.015701835
-0.060058594,1.000976563,0.200683594,-0.013275694,0.024629394,-0.009972891
-0.057617188,1.006347656,0.19921875,-0.023667731,0.0157029,0.000685608
-0.054931641,1.008300781,0.194335938,-0.039655479,0.03395558,0.00841302
-0.057617188,1.005615234,0.193603516,-0.044718267,0.033555887,0.01161057
-0.053222656,0.999755859,0.198364258,-0.042320104,0.022764156,0.017206282
-0.055419922,0.99609375,0.196044922,-0.036724392,0.018101063,0.016673357
-0.05078125,0.998168945,0.195068359,-0.0150077,0.028226637,0.015341044
-0.055908203,1.011474609,0.193847656,0.006708992,0.039684524,0.019737675
-0.057373047,1.015991211,0.189086914,0.014702867,0.034888199,0.017872438
-0.060913086,1.00793457,0.192626953,0.02576106,0.023297081,0.005481933
-0.057373047,1.002807617,0.192016602,0.037885103,0.028892793,-0.003977485
-0.058105469,1.007568359,0.190429688,0.058269482,0.048611017,-0.017433841
-0.065307617,1.001342773,0.191162109,0.061067339,0.047944861,-0.017034147
-0.069458008,0.997314453,0.194458008,0.058402714,0.016502288,-0.01197136
-0.057373047,0.99230957,0.204101563,0.059601795,0.001580389,-0.01410306
-0.051757813,0.991210938,0.201171875,0.075056619,0.018101063,-0.022230165
-0.04284668,0.989379883,0.197998047,0.074124,0.045147005,-0.024761559
-0.045166016,0.989135742,0.196166992,0.053872852,0.062067372,-0.016101528
-0.049926758,0.995361328,0.198242188,0.036819253,0.025029087,0.004949008
-0.044921875,1.010009766,0.202148438,0.031223541,0.00917457,0.014674888
-0.044311523,1.013061523,0.194335938,0.029091841,0.0263614,0.024001075
-0.051025391,1.002929688,0.196411133,0.024828441,0.047145473,0.028131244
-0.053833008,0.999023438,0.194091797,0.013370554,0.052474723,0.025999544
-0.053588867,1.002441406,0.194702148,0.006842224,0.043814692,0.028530937
-0.056274414,1.005859375,0.1953125,-0.004482432,0.027027556,0.038656512
-0.060791016,1.009521484,0.194458008,-0.0086126,0.023297081,0.039988824
-0.06237793,1.002441406,0.192504883,-0.019537562,0.02742725,0.033194031
-0.061157227,0.999633789,0.200561523,-0.018604943,0.025162319,0.02559985
-0.056274414,0.996337891,0.195800781,-0.001284882,0.021831538,-0.007308266
-0.053955078,1.006835938,0.1953125,0.014169942,0.035554355,-0.024361865
