AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1.038696289,0.009033203,0.138549805,0.006728711,0.138495207,-0.11633672
1.023193359,0.011962891,0.166625977,-0.008193188,0.07334513,-0.110874239
1.018066406,0.008666992,0.131103516,0.004330548,0.089599342,-0.133390319
1.024291992,0.017700195,0.135009766,0.021384147,0.103721853,-0.141650656
1.024658203,0.025390625,0.150146484,0.039903289,0.057757075,-0.125129982
1.031982422,0.01159668,0.14453125,0.032175878,0.001000567,-0.110074852
1.042236328,0.01550293,0.127075195,0.02711309,-0.027111225,-0.089557241
1.051025391,0.006347656,0.110717773,0.040969139,0.005930123,-0.087292309
1.052001953,-0.004882813,0.113769531,0.06148675,0.045899495,-0.075967654
1.05859375,-0.012817383,0.127685547,0.058688894,0.079873461,-0.069572554
1.048461914,-0.015991211,0.098510742,0.048296858,0.170470705,-0.073969185
1.035766602,-0.00012207,0.095458984,0.053093182,0.213104702,-0.087558772
1.002197266,0.022460938,0.103759766,0.058422432,0.251475299,-0.107276996
0.987548828,0.038330078,0.115600586,0.052560257,0.2365534,-0.106744071
0.986694336,0.045410156,0.130859375,0.03137649,0.208441608,-0.083295372
0.986572266,0.03918457,0.137695313,0.026979859,0.18819046,-0.063843611
0.97644043,0.034667969,0.153564453,0.029644484,0.119176677,-0.023341314
0.984619141,0.0390625,0.144042969,0.027646015,0.086002098,-0.011483734
0.988647461,0.038818359,0.136962891,0.029644484,0.052294594,0.008101259
1.024902344,0.039428711,0.14074707,0.037638358,0.064018943,0.019425914
1.039428711,0.041992188,0.153564453,0.053492876,0.072678974,0.064458074
1.036865234,0.035522461,0.159301758,0.056823657,0.063086325,0.092170172
1.032470703,0.030151367,0.163818359,0.061087057,0.03577392,0.124811826
1.02331543,0.009399414,0.162841797,0.046698083,0.020185865,0.113753633
1.031616211,0.005249023,0.151733398,0.043633764,0.058023538,0.095900646
1.041625977,0.019897461,0.159423828,0.04962917,0.120375758,0.061660218
1.039916992,0.033325195,0.161987305,0.04643162,0.112515115,0.051534643
1.029296875,0.030517578,0.161376953,0.028978328,0.090665192,0.038744444
1.019775391,0.022827148,0.145751953,0.018053366,0.090798423,0.027153326
1.01940918,0.016235352,0.140625,0.026180472,0.104654472,-0.006021253
1.012939453,0.013183594,0.15625,0.043900227,0.10985049,-0.023874239
1.015625,0.014648438,0.16809082,0.066682769,0.100790766,-0.043592463
1.015014648,0.029418945,0.181884766,0.068814469,0.087867335,-0.0390626
1.014892578,0.035766602,0.188110352,0.054825188,0.026314502,-0.016812983
1.014038086,0.030273438,0.173950195,0.047897164,0.009660597,-0.010551115
1.013427734,0.02355957,0.167602539,0.049362708,0.011126141,-0.006021253
1.023925781,0.031494141,0.163330078,0.044699614,-0.01472072,-0.013082508
1.029541016,0.02331543,0.154663086,0.037638358,-0.013521639,-0.017745602
1.052856445,0.013427734,0.142578125,0.024048772,0.02817974,-0.036264744
1.056274414,0.014526367,0.138549805,0.024981391,0.07121343,-0.039728757
1.049316406,0.017456055,0.149536133,0.03137649,0.095328285,-0.020276995
1.05078125,0.021118164,0.163208008,0.025647547,0.092796891,-0.007486796
1.034545898,0.025512695,0.174072266,0.023515847,0.10119046,0.011565271
1.031494141,0.035644531,0.18371582,0.023649078,0.067083262,0.016494827
1.01574707,0.030151367,0.169677734,0.023915541,0.026847427,0.010899115
1.008300781,0.034545898,0.163818359,0.033374959,0.051228744,0.004370784
1.01940918,0.026733398,0.180908203,0.040302983,0.050829051,0.011698502
1.021728516,0.021484375,0.193237305,0.040702677,0.01965294,0.018360064
1.024658203,0.005371094,0.190917969,0.026313703,-0.012455789,0.005303403
1.028198242,-0.000610352,0.17590332,0.024714928,-0.001264364,-0.009751727
1.026489258,0.009643555,0.151367188,0.053093182,0.037239464,-0.02933672
1.026733398,0.019287109,0.156616211,0.070280012,0.048697351,-0.031068726
1.020141602,0.026977539,0.177124023,0.072544943,0.006329816,-0.033866582
1.025512695,0.030883789,0.19152832,0.060953826,-0.033239862,-0.041860456
1.033325195,0.039306641,0.178833008,0.034707271,-0.08559974,-0.061711911
1.044555664,0.025756836,0.160888672,0.031110028,-0.065881516,-0.065975311
1.044311523,0.028442383,0.153320313,0.039636827,-0.020582894,-0.053185112
1.034912109,0.025024414,0.161499023,0.045099308,-0.004062221,-0.045590931
1.025390625,0.020019531,0.173706055,0.037105433,-0.012455789,-0.041593994
1.017211914,0.02355957,0.171020508,0.029378021,-0.035238331,-0.049188175
1.029174805,0.020629883,0.151733398,0.024048772,-0.038169418,-0.049188175
1.028198242,0.013671875,0.143432617,0.030443871,-0.00512807,-0.042393381
1.025024414,0.036499023,0.146240234,0.038171283,0.004064885,-0.034799201
1.017944336,0.040649414,0.156860352,0.039103902,-0.011123476,-0.025206551
1.010620117,0.042480469,0.157348633,0.032842034,-0.007126539,-0.027338251
1.00390625,0.04296875,0.149780273,0.029511253,-0.003262833,-0.033733351
1.004394531,0.036376953,0.152587891,0.019385678,-0.001530827,-0.034932432
1.01550293,0.033325195,0.143554688,0.006062554,0.011792297,-0.0390626
1.030395508,0.045654297,0.130859375,0.008327485,0.072012818,-0.035332126
1.030273438,0.060180664,0.136108398,0.018186597,0.082538086,-0.02400747
1.024536133,0.054931641,0.16809082,6.71485E-05,0.032976064,-0.003489859
1.016723633,0.037109375,0.169555664,-0.024580631,0.001000567,0.024888395
1.028442383,0.036621094,0.179931641,-0.035638824,-0.015253645,0.038877675
1.027954102,0.023071289,0.161987305,-0.032974199,0.01099291,0.071386098
1.03112793,0.026855469,0.148071289,-0.022448931,0.040703476,0.078447354
1.031982422,0.032470703,0.154418945,-0.022715394,0.050695819,0.070719942
1.034912109,0.028198242,0.157714844,-0.034040049,0.04749827,0.05659743
1.034057617,0.020751953,0.14465332,-0.034972668,0.072812205,0.054332499
1.031860352,0.001220703,0.146728516,-0.01698645,0.070547274,0.082177829
1.029296875,0.008666992,0.13684082,0.049096245,-0.000997902,0.159185486
1.022338867,0.015625,0.153564453,0.083603136,0.017654472,0.188363127
