AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1.032958984,0.0546875,0.082641602,0.014432407,0.178689473,-0.011691041
0.998168945,0.055419922,0.138549805,0.002841289,0.102747666,0.004296708
0.998901367,0.044921875,0.145996094,-8.97979E-05,0.003890086,0.016021057
1.008056641,0.037719727,0.137329102,-0.003420579,-0.026886331,0.019751531
1.026000977,0.033935547,0.105224609,-0.009682447,-0.015561675,0.019751531
1.031738281,0.035888672,0.093261719,-0.007017822,0.031735415,0.0153549
1.024414063,0.038696289,0.090332031,0.01363302,0.11713664,0.00669487
1.012207031,0.045898438,0.103881836,0.025357369,0.123931434,0.002165008
1.012817383,0.053100586,0.123046875,0.036948487,0.071438325,-0.005162711
1.022460938,0.054321289,0.123168945,0.037881106,0.034533271,-0.005162711
1.031494141,0.049072266,0.114379883,0.035616175,0.004289779,-0.002631317
1.044921875,0.041137695,0.096679688,0.039346649,0.024540928,-0.001698698
1.046386719,0.041870117,0.095092773,0.048672836,0.122599121,-0.004496554
1.05871582,0.06262207,0.094360352,0.026956144,0.207067728,-0.003031011
1.0546875,0.063964844,0.089233398,0.005239452,0.239176457,-0.004629786
1.041625977,0.042480469,0.114257813,-0.008749828,0.312320408,0.013756126
1.032714844,0.037231445,0.138793945,-0.002621191,0.301928371,0.02494755
1.012817383,0.030273438,0.14855957,0.012167476,0.190813516,0.038537136
1.021606445,0.023925781,0.139160156,0.021760126,0.157239244,0.038803599
1.03918457,0.042358398,0.119018555,0.045342055,0.198940622,0.030942956
1.033325195,0.047119141,0.124145508,0.056666711,0.215594527,0.025746937
1.013305664,0.045043945,0.146972656,0.071322147,0.140985032,0.009226263
1.006958008,0.036865234,0.155883789,0.078516634,0.081563899,0.002964395
1.026000977,0.030883789,0.163085938,0.088109283,0.026672628,-0.004496554
1.021850586,0.044433594,0.173706055,0.081447721,-0.014762288,0.003763783
1.015625,0.048706055,0.182495117,0.069323679,-0.060727066,0.003897014
