Roll, Pitch, Yaw
1.29907700895872e-05,-3.28416096604544e-05,-8.4200966539409e-05
-7.38951205909257e-05,0.000159159894329698,0.000369737632554176
-0.000346608944879717,0.000682459517791285,0.00153486046244947
-0.00205432467577944,0.00389115416573526,0.00842779429804309
-0.00486846087308329,0.00780519377734659,0.0145451801534465
-0.00601155443506526,0.0084295473145082,0.0136554743989343
-0.00616006387012246,0.00771621925107073,0.0130180636605879
-0.00626022751653634,0.00551908858420122,0.0119144252045726
-0.00551861770337901,0.00342591511114698,0.0120322422789683
-0.00301448295537867,0.00107163052759024,0.0120011631220719
0.0010461838943761,-0.000889834216867861,0.0113935256855241
0.000191737918151068,-0.00171863545341178,0.00973827593891595
0.000119644176862814,-0.00253461110844012,0.00890681847805579
0.00429633107171585,-0.00272069939370782,0.0103801013502537
0.00491330874807177,-0.000852629419679453,0.0116274328155905
0.00113539285870432,0.000391649891487572,0.0121416424313836
-0.000892738347725467,0.000619212788678205,0.0135898329030615
-0.00190174684251739,0.000535200676247174,0.0144148369468592
-7.61389986346113e-05,0.00128782405568416,0.0128510847584987
0.00256839821035812,0.0026108025372383,0.010231203375452
0.00371028237572204,0.00384323548200337,0.0102043489456683
0.0015077247151446,0.00544884995059995,0.00972061429587155
0.000145070825101319,0.00751091785621626,0.00776070423115045
-0.00156222668765326,0.0095941176930369,0.00689305356437295
-0.0038565143173332,0.0117785542917898,0.00780889638267034
-0.00304437084528886,0.0134074853255603,0.00744936908248028
-0.00358682911052452,0.014678117312686,0.00709406272480633
-0.00363145803163902,0.0161221692424285,0.00632596642113784
-0.00412871281441224,0.0152514657391962,0.00445194812684808
-0.00541947636256373,0.0118392146780584,0.00256777530078188
-0.00523531796671683,0.00762260809350512,0.00275596267004808
-0.00361116434297394,0.00730410944553234,0.00318270649744952
-0.00202000568885453,0.00877776727909672,0.00224385584181016
-0.000800175683132192,0.00806899610787628,-0.000317692281462429
-0.00221215621343493,0.00874672947048767,-0.0024129816693297
-0.0034701154820977,0.00836161741077176,-0.00380719022436393
-0.00280010475575961,0.0064861704631077,-0.0039135377143886
-0.001327556715865,0.00425873101141617,-0.00323758112596199
-9.76892916013824e-06,0.00202846130455196,-0.00304831477658986
0.00021686743200742,-0.000165484766184884,-0.00212489652385713
0.000391590424066763,-0.00140687540359699,-0.000650852880757614
-0.000651701161689088,-0.00241450472836084,-0.000254594248277077
-0.00295109291830273,-0.00211826358266564,0.000119570055125478
-0.0033448550192474,-0.00015632663828465,0.00154624995673068
-0.00240324072246871,0.000860187681470764,0.00201992004089869
-0.00184409847887685,0.000896982205565364,0.00193202260032143
-0.00408301650798792,0.00100298442394942,0.0029151922792776
-0.00407686575881906,0.00178249011228216,0.00400569936394514
-0.0032733825962775,0.00330383319064078,0.00694729194956747
-0.00169401578958404,0.00157861268065679,0.0033810181081888
