RollRate, PitchRate, YawRate
-0.00305522016414266,0.00616154714943967,0.0141084470982624
-0.00324493991032099,0.00651410712484875,0.0148384633226508
-0.00311762995976653,0.00614947239910841,0.0138967282650059
-0.0027639972332501,0.00470802636152339,0.00942319936613745
-0.00181707550692507,0.00174376672657848,0.00113265685825354
-0.000460104785489255,-4.68844320909825e-05,-0.000883868487798442
-2.41155454434592e-05,-0.00144275294133525,-0.00088636563214256
8.30301594827146e-05,-0.00201136537474347,-0.000513734659780525
0.00142386823381246,-0.00199461123378233,0.000231009562573338
0.00323306122807485,-0.00202300600677033,-0.00030512576500807
0.00212774883274948,-0.00141915247088982,-0.00106360137780231
-0.0026520427346953,-0.000741474135313709,-0.00229677915086121
0.00250105948542687,-0.00118227164141832,0.000308505454650948
0.00432339267562275,0.00119677076337942,0.0021226670685802
-0.00369129208675688,0.00181516811170983,-8.95453705192368e-05
-0.00217203227905066,0.000431737192907592,0.0013122542775892
-0.00184554166969937,-3.40052617238223e-05,0.00109331068037472
0.000434000884447438,3.07877128492987e-05,0.000307198454382884
0.00256994380133125,0.00130353068609686,-0.00328094795044486
0.00216119935719218,0.00100410743182121,-0.000797653241745921
-0.00052761170110094,0.00123726794423756,0.000344374546563224
-0.00296325249038384,0.00170792975798643,-0.0012980379461983
0.000597795620565537,0.00191786947101466,-0.00213380839834471
-0.00412292440264168,0.00187810865368897,0.000928869983491753
0.000854649927825771,0.00199201599605586,0.000184696362914771
-0.000206102607321626,0.000879014663273623,-0.000538311231270634
-0.000349553400803764,0.00160426640599106,-0.00021419546953898
0.000117862993808909,0.000695736733551333,-0.00115368343551308
-0.00100509897349025,-0.00224898757229079,-0.00230674783107705
-0.00112273238093778,-0.00387256514255902,-0.000726516397172455
0.00161751399871893,-0.00324764979628767,0.000782176818121399
0.000986095678661096,0.00277380247783166,-7.61686141391967e-05
0.00210618342060672,-0.000907071422416171,-0.00178195952012642
-0.000309077149075903,0.000299209326679931,-0.00254394116020792
-0.00191142220579796,0.000558172542589741,-0.00126043110967333
-0.000116701356735516,-0.00126279214183975,-0.00119050342229372
0.0012030132042974,-0.00204644972553194,0.00101611290654553
0.00141290762748838,-0.00187922603932792,-1.82788689615059e-05
0.000782932596191616,-0.00220761431626952,0.000501733860011674
-0.000228206929926076,-0.00158355627488625,0.00119036026913844
0.000498516463724022,-0.00074617883563457,0.00128660826232069
-0.00258919407609207,-0.00103940671960787,-0.000561126512820599
-0.00107094977077811,0.00176996647816251,0.00147261242893366
0.000171468285233536,0.00142026618532908,0.000884971098841097
0.00167893916100513,0.000394233259554863,-0.000123758381483323
-0.00138642731299022,-0.000201506388836472,0.000360924779056632
-0.00170406720010557,0.000324261436580378,0.000943280234415307
0.000958114496653595,0.00137896918451309,0.00174324127085781
0.00250632947790371,0.000733580550146591,0.00299466512451841
0.00125347850807455,0.000475534913693048,0.00145954418852116
